County,CountyDrinking,Population,Excessive,BirthDefectCases,Lower CI (%) (with nulls),BDPrevalence,Upper CI (%) (with nulls),Data Suppression (with nulls) (infants),Texas big cities,Texas small cities,Birth Defect,Color nulls supressed data (CI dash),Color nulls supressed data (infants),,,,,,Drinking Error Margin,DrinkingZ,Geometry (generated),Latitude (generated),Longitude (generated),GDPcap,FIPS,FIPS State,OverdoseRate,Standard Deviation,Lower Confidence Limit,Upper Confidence Limit,Urban/Rural Category,Census Division,Area,PopDensity,Age,BelowPoverty,SmokingRate,Chlamydia,TeenBirth,AirPollution,PhysEnvi,HousingProblem,Obesity,Diabetes,HigherBD,AfricanA,White
Foard,0.17,"1,095",186.15,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,17-18%,-0.34,"POLYGON((-100.0485 33.836,-100.047 34.2298,-100.0098 34.242,-99.9976 34.2244,-99.772 34.0933,-99.7468 34.101,-99.6737 34.0885,-99.653 34.099,-99.5475 34.056,-99.5349 34.074,-99.4911 34.0654,-99.4753 34.0856,-99.4757 33.834,-99.4745 33.7338,-99.4926 33.7672,-99.5549 33.7986,-99.5999 33.7876,-99.6334 33.8146,-99.6948 33.8272,-99.6993 33.8013,-99.7477 33.8028,-99.7567 33.8235,-99.8318 33.8172,-99.8352 33.8358,-99.9964 33.836,-100.0485 33.836))",33.9777,-99.7617,52196.00,48155,48,15.20166,4.55059,8.74665,26.42606,Noncore,7,704,2,47.2,36.1,13,,,7.5,60.00,4,29,12,,4.7,75.4
Fort Bend,0.18,"822,779",148100.22,"5,262",5.58%,0.0573,5.89%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.23,"POLYGON((-96.0888 29.6017,-96.0252 29.6028,-96.0193 29.6607,-96.0596 29.6775,-96.0144 29.6847,-96.0327 29.7279,-95.9709 29.7286,-95.8262 29.7883,-95.6099 29.6669,-95.4241 29.5802,-95.4625 29.4392,-95.5498 29.4384,-95.5468 29.3972,-95.5723 29.3838,-95.5912 29.3271,-95.6544 29.2911,-95.7528 29.3245,-95.7978 29.3079,-95.8476 29.2626,-95.8765 29.2658,-95.8927 29.312,-95.9505 29.3365,-95.9397 29.3528,-95.9918 29.4339,-96.0086 29.4298,-96.0595 29.4736,-96.026 29.4953,-96.054 29.5124,-96.0419 29.5405,-96.0595 29.5878,-96.0888 29.6017))",29.5257,-95.746,52297.00,48157,48,7.0565,0.26997,6.5472,7.60559,Large Fringe Metro,7,862,"1,128",37.7,12.9,12,384.6,13,11.7,179.00,14,29,9,0.05890,20.2,33.2
Franklin,0.17,"10,359",1761.03,49,3.28%,0.0444,5.87%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.27,"POLYGON((-95.309 32.9626,-95.3086 33.3772,-95.3053 33.3787,-95.2561 33.3677,-95.1255 33.3895,-95.1261 33.0346,-95.1522 33.0135,-95.1737 32.9619,-95.309 32.9626))",33.179,-95.2164,52359.00,48159,48,10.44827,2.09244,7.13344,15.30334,Noncore,7,284,38,43.9,16.5,16,525.8,31,9.9,103.00,13,31,12,0.05870,3.7,78.9
Freestone,0.18,"19,435",3498.3,141,5.56%,0.0666,7.76%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-19%,0.07,"POLYGON((-96.4967 31.7962,-96.0548 32.0125,-96.0527 32.0059,-96.0548 31.9484,-96.0197 31.9552,-96.0017 31.9069,-96.0205 31.8716,-95.9701 31.8773,-95.9835 31.7881,-95.8783 31.7565,-95.8808 31.7009,-95.82 31.687,-95.7941 31.6602,-95.7874 31.6184,-96.2366 31.4134,-96.4967 31.7962))",31.7139,-96.1581,52570.00,48161,48,10.39718,1.72553,7.55766,14.30378,Noncore,7,878,24,42.2,23.3,16,314.9,41,10.0,97.00,12,30,12,0.07760,15.6,67.0
Frio,0.18,"18,385",3309.3,124,4.17%,0.0506,5.95%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-19%,-0.08,"POLYGON((-99.409 28.6406,-99.4139 29.0913,-98.8049 29.0904,-98.8008 28.6475,-99.3957 28.6408,-99.409 28.6406))",28.8624,-99.1075,52596.00,48163,48,6.21477,1.24079,4.24757,9.09224,Noncore,7,"1,134",16,31.5,31.9,17,537.4,68,8.7,132.00,22,28,8,0.05950,3.0,14.8
Gaines,0.21,"21,598",4535.58,164,3.23%,0.0382,4.40%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,20-22%,1.62,"POLYGON((-102.211 32.5232,-103.0647 32.5222,-103.0647 32.9591,-102.595 32.9588,-102.2085 32.959,-102.2027 32.5233,-102.211 32.5232))",32.7355,-102.6352,52599.00,48165,48,10.25586,1.69289,7.46722,14.08592,Noncore,7,"1,502",16,28,14.8,16,189.5,52,7.4,58.00,12,31,8,0.04400,1.6,55.0
Galveston,0.19,"350,682",66629.58,"3,277",7.91%,0.0819,8.47%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.5,"MULTIPOLYGON(((-94.44 29.5651,-94.4065 29.5983,-94.3716 29.5973,-94.3709 29.555,-94.4991 29.5068,-94.44 29.5651)),((-94.5117 29.5158,-94.6592 29.4375,-94.7282 29.3716,-94.7774 29.3759,-94.6852 29.4513,-94.5117 29.5158)),((-94.7518 29.3329,-94.8049 29.2787,-95.0562 29.1299,-94.8613 29.2953,-94.7518 29.3329)),((-95.2165 29.5561,-95.1643 29.4981,-95.1037 29.5109,-95.0789 29.5353,-95.017 29.548,-94.9096 29.4961,-94.9504 29.4667,-94.8854 29.3897,-95.0574 29.2013,-95.2331 29.4656,-95.2165 29.5561)))",29.3824,-95.0331,52669.00,48167,48,22.0556,0.70639,20.71449,23.48397,Large Fringe Metro,7,379,977,39,18,15,484.1,29,10.3,214.00,16,32,11,0.08470,12.7,57.3
Garza,0.22,"5,816",1279.52,31,3.66%,0.0539,7.65%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,21-23%,2.02,"POLYGON((-101.1734 32.9636,-101.5574 32.961,-101.5569 33.3948,-101.0388 33.3972,-101.0387 32.9702,-101.1734 32.9636))",33.1798,-101.298,52791.00,48169,48,9.38297,2.40482,5.80384,15.16888,Noncore,7,893,5,37.3,28.3,16,389.7,53,7.1,5.00,8,28,8,0.07650,6.3,40.1
Gillespie,0.16,"26,725",4276,114,3.71%,0.0454,5.38%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-17%,-0.81,"POLYGON((-99.3017 30.2867,-99.304 30.4998,-98.9642 30.4985,-98.5917 30.4999,-98.5879 30.139,-98.9201 30.1383,-99.301 30.1343,-99.3017 30.2867))",30.3291,-98.9457,52798.00,48171,48,9.84367,1.47562,7.37215,13.14435,Noncore,7,"1,058",27,50.5,14.5,13,481.5,33,8.4,106.00,18,27,14,0.05380,0.4,74.6
Glasscock,0.21,"1,116",234.36,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,20-21%,NA,"POLYGON((-101.7761 32.0869,-101.695 32.0875,-101.2642 32.0871,-101.2671 31.6509,-101.7758 31.6513,-101.7761 32.0869))",31.8477,-101.5209,52854.00,48173,48,10.85659,3.49972,6.0146,19.59226,Noncore,7,900,1,36.5,13.1,14,,,7.2,,7,28,10,,1.6,60.5
Goliad,0.17,"7,012",1192.04,36,3.60%,0.0514,7.12%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-18%,-0.43,"POLYGON((-97.7787 28.668,-97.5746 28.8133,-97.4173 28.9252,-97.34 28.8956,-97.3059 28.864,-97.2932 28.8474,-97.232 28.8653,-97.1863 28.8326,-97.1589 28.7762,-97.1824 28.6106,-97.1608 28.5535,-97.3757 28.3885,-97.4308 28.4129,-97.4469 28.4031,-97.4936 28.4389,-97.554 28.4551,-97.5587 28.5143,-97.6225 28.5296,-97.6465 28.5207,-97.6966 28.5417,-97.7323 28.6289,-97.7787 28.668))",28.6571,-97.4682,52905.00,48175,48,11.66642,2.61816,7.62971,17.84167,Noncore,7,852,8,46.5,20.6,14,770.2,29,9.3,66.00,10,31,12,0.07120,4.0,57.8
Gonzales,0.17,"19,653",3341.01,157,4.54%,0.0538,6.22%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-18%,-0.42,"POLYGON((-97.7284 29.2217,-97.8588 29.3529,-97.8404 29.3768,-97.6331 29.6499,-97.5977 29.6307,-97.3179 29.7847,-97.1305 29.6433,-97.1426 29.6281,-97.2041 29.5806,-97.2023 29.5075,-97.2401 29.3845,-97.6131 29.1098,-97.7284 29.2217))",29.4484,-97.5027,53090.00,48177,48,12.01323,1.82063,8.96971,16.09122,Noncore,7,"1,067",19,37.8,27.4,15,204.2,57,9.7,110.00,20,29,11,0.06220,6.0,41.4
Gray,0.19,"21,227",4033.13,152,4.32%,0.0514,5.95%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-20%,0.61,"POLYGON((-100.539 35.1831,-101.0863 35.1821,-101.0859 35.6191,-100.5402 35.6193,-100.539 35.1831))",35.3987,-100.8124,53205.00,48179,48,14.84651,2.03226,11.39396,19.34675,Micropolitan,7,926,22,37.7,26.9,17,361.9,65,7.1,53.00,14,32,11,0.05950,4.8,63.2
Grayson,0.18,"135,543",24397.74,871,5.13%,0.0549,5.86%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.33,"POLYGON((-96.9439 33.4164,-96.9446 33.9492,-96.9348 33.9545,-96.8994 33.9337,-96.883 33.868,-96.8506 33.8472,-96.8322 33.8748,-96.7796 33.8579,-96.7694 33.8275,-96.7137 33.8313,-96.6907 33.85,-96.6734 33.9123,-96.5885 33.895,-96.629 33.8524,-96.5732 33.8192,-96.5329 33.823,-96.5007 33.7726,-96.4226 33.776,-96.3795 33.7258,-96.3846 33.3978,-96.834 33.4055,-96.8411 33.4136,-96.9439 33.4164))",33.6831,-96.662,53348.00,48181,48,16.03742,0.93414,14.3111,17.97259,Small Metro,7,933,165,39.1,20,16,396.9,42,10.2,170.00,15,31,11,0.05860,5.9,75.6
Gregg,0.19,"124,239",23605.41,881,4.67%,0.05,5.33%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-20%,0.63,"POLYGON((-94.9854 32.3708,-94.987 32.5373,-94.9751 32.536,-94.8202 32.5906,-94.7586 32.6597,-94.7018 32.6525,-94.702 32.4218,-94.6424 32.3983,-94.5794 32.3944,-94.6008 32.36,-94.6383 32.3705,-94.9854 32.3708))",32.509,-94.8444,53429.00,48183,48,10.94787,0.78112,9.52397,12.58513,Small Metro,7,273,467,36,26.1,16,838.8,55,10.2,228.00,18,31,11,0.05330,20.2,57.4
Grimes,0.18,"29,268",5268.24,172,4.45%,0.0523,6.01%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.11,"POLYGON((-96.1683 30.823,-95.8631 30.8641,-95.8302 30.6303,-95.8044 30.3378,-95.8043 30.2456,-96.0889 30.2287,-96.0935 30.225,-96.0854 30.2838,-96.155 30.3308,-96.1471 30.3827,-96.0802 30.4301,-96.1197 30.4421,-96.1597 30.5673,-96.1879 30.5989,-96.1641 30.659,-96.1779 30.7095,-96.1626 30.7696,-96.183 30.7924,-96.1683 30.823))",30.5451,-95.9916,53508.00,48185,48,14.64914,1.80086,11.54287,18.59285,Noncore,7,787,44,40.1,23.5,17,439.8,38,10.2,191.00,17,31,12,0.06010,15.3,58.3
Guadalupe,0.21,"172,706",36268.26,"1,074",5.55%,0.0591,6.26%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,21-22%,1.91,"POLYGON((-98.3108 29.5945,-98.0893 29.6839,-97.9993 29.7524,-97.9436 29.8069,-97.875 29.8583,-97.8492 29.8432,-97.843 29.8001,-97.8035 29.754,-97.7803 29.7569,-97.7684 29.7189,-97.6994 29.6677,-97.6331 29.6499,-97.8404 29.3768,-98.0847 29.3796,-98.1131 29.3653,-98.1334 29.4424,-98.1264 29.4832,-98.1638 29.4784,-98.2328 29.5541,-98.2546 29.5406,-98.2985 29.5613,-98.3108 29.5945))",29.6123,-97.9639,53538.00,48187,48,10.15598,0.68817,8.89679,11.59384,Large Fringe Metro,7,711,281,38.3,15.6,14,206.3,26,10.4,219.00,13,32,11,0.06260,7.5,50.4
Hale,0.17,"32,522",5528.74,264,5.12%,0.0583,6.53%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.27,"POLYGON((-102.0904 34.3131,-101.998 34.313,-101.5649 34.3125,-101.5636 33.8305,-102.0857 33.8247,-102.0904 34.3131))",34.068,-101.8263,53588.00,48189,48,8.94979,1.23717,6.85099,11.69216,Micropolitan,7,"1,005",31,34.6,32.7,17,535.5,55,7.6,51.00,15,31,9,0.06530,4.8,33.9
Hall,0.14,"2,825",395.5,,,,,Suppressed,,,Infants/Fetuses with Birth Defects,Suppressed, ,,,,,,13-15%,-2.1,"POLYGON((-100.5173 34.3141,-100.9461 34.3128,-100.9449 34.7483,-100.5407 34.7477,-100.4159 34.7475,-100.4178 34.3135,-100.5173 34.3141))",34.534,-100.6806,53610.00,48191,48,10.35194,2.89113,6.15684,17.40188,Noncore,7,883,3,44.1,31.8,19,318.7,44,7.0,73.00,11,29,12,,8.0,56.2
Hamilton,0.17,"8,222",1397.74,51,4.42%,0.0594,7.81%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.28,"POLYGON((-98.2711 31.4164,-98.4637 31.684,-98.1566 31.8417,-98.2084 31.9175,-98.0055 32.0179,-97.7664 31.6725,-98.18 31.4637,-98.2711 31.4164))",31.7167,-98.0987,53630.00,48193,48,13.7532,2.65079,9.51965,19.87306,Noncore,7,836,11,45,25.8,14,196.1,35,8.6,34.00,15,28,12,0.07810,0.6,84.6
Hansford,0.17,"5,285",898.45,34,3.13%,0.0452,6.31%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.24,"POLYGON((-101.6235 36.0554,-101.6239 36.4995,-101.0852 36.4992,-101.0857 36.0576,-101.0857 36.0553,-101.6235 36.0554))",36.2744,-101.3546,53657.00,48195,48,12.0248,2.8196,7.72557,18.71795,Noncore,7,920,5,34.5,24.2,16,231.7,45,7.1,49.00,13,30,10,0.06310,0.7,50.7
Hardeman,0.17,"3,549",603.33,25,4.08%,0.063,9.30%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-18%,-0.5,"POLYGON((-99.9976 34.2244,-99.9977 34.3118,-99.9975 34.5606,-99.9232 34.5746,-99.8446 34.5069,-99.7534 34.4209,-99.6945 34.3782,-99.6 34.3747,-99.5798 34.4169,-99.5176 34.4145,-99.4751 34.3959,-99.4753 34.0856,-99.4911 34.0654,-99.5349 34.074,-99.5475 34.056,-99.653 34.099,-99.6737 34.0885,-99.7468 34.101,-99.772 34.0933,-99.9976 34.2244))",34.315,-99.7365,53843.00,48197,48,13.33625,3.3033,8.37254,21.24218,Noncore,7,695,5,42.6,24.5,17,260.4,44,7.6,44.00,8,30,11,0.09300,5.1,68.8
Hardin,0.20,"56,231",11246.2,350,4.51%,0.0504,5.57%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,19-21%,1.29,"POLYGON((-94.4451 30.1128,-94.5963 30.1121,-94.7327 30.4901,-94.5379 30.4911,-94.5457 30.527,-94.0717 30.526,-94.116 30.4341,-94.1167 30.3975,-94.0845 30.35,-94.1205 30.2834,-94.0966 30.259,-94.1176 30.2417,-94.0948 30.2032,-94.1158 30.1609,-94.2096 30.1877,-94.2349 30.1659,-94.2771 30.1681,-94.2926 30.1177,-94.3992 30.0974,-94.4451 30.1128))",30.3124,-94.3867,53941.00,48199,48,20.78385,1.58953,17.90194,24.1307,Medium Metro,7,891,66,39.2,20.2,15,225.5,42,9.6,200.00,12,30,10,0.05570,5.5,86.6
Harris,0.18,"4,731,145",851606.1,"41,220",5.99%,0.0605,6.11%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.13,"POLYGON((-95.8262 29.7883,-95.9608 30.1634,-95.8383 30.0831,-95.8033 30.0902,-95.7616 30.0863,-95.671 30.101,-95.623 30.1362,-95.5907 30.1363,-95.55 30.1708,-95.4998 30.1433,-95.4747 30.1033,-95.4251 30.1157,-95.4098 30.0925,-95.3494 30.076,-95.3125 30.0354,-95.2631 30.033,-95.0967 30.1672,-95.0311 29.9931,-94.9997 29.9915,-94.9791 29.956,-94.9986 29.9202,-94.9801 29.8842,-94.9675 29.8588,-94.908 29.8264,-94.9138 29.7663,-94.9453 29.7163,-94.9164 29.6993,-94.9303 29.6737,-95.0166 29.7205,-95.0726 29.8262,-95.0955 29.7576,-94.9833 29.6823,-95.0029 29.6192,-94.9985 29.6164,-95.0789 29.5353,-95.1037 29.5109,-95.1643 29.4981,-95.2165 29.5561,-95.2539 29.5538,-95.2624 29.5935,-95.3304 29.5991,-95.3471 29.5857,-95.4241 29.5802,-95.6099 29.6669,-95.8262 29.7883))",29.8346,-95.389,54065.00,48201,48,15.19638,0.17022,14.86638,15.53381,Large Central Metro,7,"1,707","2,896",34.8,25.6,13,613.6,38,12.0,244.00,20,27,10,0.06110,18.6,29.7
Harrison,0.19,"68,839",13079.41,370,4.14%,0.0461,5.08%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-20%,0.65,"POLYGON((-94.7018 32.6525,-94.7021 32.7931,-94.5073 32.6937,-94.3838 32.6932,-94.2979 32.7235,-94.2758 32.7505,-94.2428 32.7508,-94.2226 32.7034,-94.1764 32.6947,-94.1434 32.7415,-94.1017 32.7385,-94.0907 32.6892,-94.0431 32.693,-94.0429 32.3923,-94.3476 32.3307,-94.3858 32.367,-94.4399 32.362,-94.4918 32.3944,-94.5567 32.407,-94.5794 32.3944,-94.6424 32.3983,-94.702 32.4218,-94.7018 32.6525))",32.5634,-94.3724,54067.00,48203,48,12.32007,1.12356,10.31457,14.71624,Small Metro,7,900,81,38.5,25.3,16,528.9,41,10.0,194.00,12,35,13,0.05080,20.7,63.3
Hartley,0.22,"5,382",1184.04,26,2.63%,0.0402,5.90%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,21-23%,2.2,"POLYGON((-102.1628 35.6275,-103.0416 35.6225,-103.0414 35.7393,-103.0408 36.0552,-102.163 36.0552,-102.1628 35.6275))",35.852,-102.602,54313.00,48205,48,8.81966,2.22035,5.4959,14.14474,Noncore,7,"1,462",3,39.4,13.6,13,,34,5.9,13.00,11,29,10,0.05900,6.5,64.7
Haskell,0.18,"5,416",974.88,26,3.67%,0.0562,8.23%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.08,"POLYGON((-99.991 33.3974,-99.4724 33.399,-99.4713 32.957,-99.612 32.957,-99.9888 32.9601,-99.991 33.3974))",33.1786,-99.7307,54394.00,48207,48,10.8849,2.7416,6.78469,17.46374,Noncore,7,903,6,42.3,27,16,313.8,33,7.8,71.00,11,28,11,0.08230,3.8,64.1
Hays,0.22,"241,067",53034.74,"1,243",4.71%,0.0498,5.26%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,21-23%,2.34,"POLYGON((-97.9993 29.7524,-98.0305 29.8485,-98.2976 30.038,-98.173 30.3563,-97.989 30.2268,-97.7102 30.0245,-97.7613 29.9873,-97.7924 29.9452,-97.8939 29.8837,-97.875 29.8583,-97.9436 29.8069,-97.9993 29.7524))",30.065,-98.0268,54702.00,48209,48,10.09306,0.60493,8.97709,11.34816,Medium Metro,7,677,448,34.4,19.8,15,659.9,19,10.3,240.00,22,28,9,0.05260,3.7,53.8
Hemphill,0.19,"3,382",642.58,18,2.08%,0.0352,5.56%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,19-20%,0.86,"POLYGON((-100.5402 35.6193,-100.5402 36.0565,-100.0004 36.0557,-100.0004 35.8809,-100.0004 35.6191,-100.5402 35.6193))",35.8244,-100.2707,54953.00,48211,48,10.96855,2.87485,6.71694,17.90902,Noncore,7,906,3,39.2,7.7,15,117.3,53,6.9,8.00,9,28,10,0.05560,0.3,63.8
Henderson,0.17,"82,150",13965.5,544,5.49%,0.0599,6.50%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-18%,-0.47,"POLYGON((-96.3831 32.3289,-96.4521 32.3586,-96.0759 32.3575,-95.4493 32.3552,-95.4466 32.2958,-95.4887 32.2325,-95.4626 32.2018,-95.4779 32.1462,-95.4599 32.1356,-95.4285 32.0845,-95.7874 32.0376,-96.0527 32.0059,-96.0548 32.0125,-96.0674 32.086,-96.1053 32.0754,-96.1177 32.0946,-96.1029 32.1505,-96.1665 32.1584,-96.1554 32.215,-96.1925 32.2036,-96.2353 32.251,-96.2855 32.2554,-96.2888 32.2933,-96.3831 32.3289))",32.1827,-95.8182,54995.00,48213,48,18.4123,1.25097,16.12376,21.02648,Large Fringe Metro,7,874,102,43.4,25.8,17,313.0,43,10.4,213.00,14,33,11,0.06500,6.2,78.1
Hidalgo,0.14,"870,781",121909.34,"9,484",6.27%,0.0639,6.52%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,14-15%,-1.85,"POLYGON((-98.5224 26.2209,-98.5615 26.2245,-98.5867 26.2575,-98.4858 26.4578,-98.3968 26.6253,-98.3207 26.7831,-97.9855 26.7809,-97.9853 26.6158,-97.9574 26.6118,-97.9844 26.5366,-98.0042 26.4487,-97.8619 26.4336,-97.8619 26.348,-97.8619 26.0698,-97.9035 26.0604,-97.9099 26.0569,-97.9661 26.0519,-98.0308 26.065,-98.0701 26.0379,-98.0791 26.0705,-98.1355 26.072,-98.1575 26.0544,-98.197 26.0562,-98.3065 26.1043,-98.3352 26.1376,-98.3867 26.1579,-98.4443 26.2012,-98.4452 26.2246,-98.5061 26.209,-98.5224 26.2209))",26.3986,-98.1887,55085.00,48215,48,4.11292,0.18952,3.75824,4.50118,Medium Metro,7,"1,571",585,30.8,41.2,15,434.3,57,9.4,238.00,27,30,10,0.06520,0.4,6.2
Hill,0.18,"35,874",6457.32,230,4.95%,0.0568,6.41%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-19%,-0.03,"POLYGON((-97.2772 31.7455,-97.326 31.7911,-97.2793 31.8413,-97.331 31.8426,-97.3828 31.8708,-97.3603 31.8907,-97.4388 31.9335,-97.38 31.9727,-97.4227 32.0079,-97.486 32.0176,-97.4921 32.0597,-97.4707 32.0867,-97.4941 32.1396,-97.4572 32.1627,-97.4761 32.1735,-97.476 32.1817,-97.0862 32.2655,-96.9407 32.0521,-96.8962 32.074,-96.7191 31.8149,-96.9322 31.7089,-97.0373 31.8631,-97.2772 31.7455))",31.9888,-97.1227,55098.00,48217,48,15.4792,1.66889,12.55302,19.08879,Noncore,7,959,41,41.1,23.5,17,275.4,39,10.1,202.00,16,29,12,0.06410,6.5,70.3
Hockley,0.18,"21,537",3876.66,165,4.61%,0.0544,6.27%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.29,"POLYGON((-102.6154 33.8251,-102.0857 33.8247,-102.0759 33.3896,-102.5948 33.3885,-102.6154 33.8251))",33.6124,-102.3431,55185.00,48219,48,10.15669,1.57429,7.53468,13.69183,Micropolitan,7,908,24,35.9,25.1,15,456.6,45,7.5,77.00,12,31,10,0.06270,3.6,46.6
Hood,0.19,"61,598",11703.62,416,6.23%,0.0689,7.56%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.43,"POLYGON((-98.0685 32.5116,-98.0668 32.5588,-97.6171 32.5555,-97.6153 32.3186,-97.7828 32.3165,-97.9456 32.2335,-98.0685 32.5116))",32.3932,-97.8161,55211.00,48221,48,16.86325,1.42884,14.29523,19.89356,Large Fringe Metro,7,421,168,45.8,14.1,14,263.4,33,9.6,216.00,12,28,12,0.07560,0.8,83.9
Hopkins,0.18,"36,787",6621.66,298,5.84%,0.0658,7.33%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-19%,0.01,"POLYGON((-95.6654 32.9604,-95.6677 32.9796,-95.8625 32.9796,-95.8618 33.2193,-95.779 33.2602,-95.759 33.296,-95.6737 33.3021,-95.5839 33.3595,-95.5018 33.3479,-95.4003 33.3717,-95.3415 33.3618,-95.3086 33.3772,-95.309 32.9626,-95.6654 32.9604))",33.1751,-95.5852,55278.00,48223,48,12.05922,1.46039,9.53508,15.25245,Micropolitan,7,767,51,39.3,22.9,17,485.9,43,10.1,115.00,15,31,12,0.07330,7.1,73.3
Houston,0.16,"22,066",3530.56,112,4.08%,0.0501,5.93%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-17%,-0.94,"POLYGON((-95.6179 30.9304,-95.6387 30.9267,-95.6812 30.987,-95.6347 31.0373,-95.6635 31.0839,-95.7234 31.0798,-95.7644 31.0942,-95.7731 31.1393,-95.7285 31.1618,-95.7472 31.2095,-95.7252 31.2305,-95.7255 31.2706,-95.6587 31.3164,-95.6621 31.3571,-95.6917 31.3752,-95.7113 31.4541,-95.7468 31.4578,-95.7399 31.5039,-95.6472 31.527,-95.6518 31.5418,-95.2734 31.5929,-95.2091 31.5704,-95.1766 31.5848,-95.1395 31.5616,-95.1439 31.54,-95.0944 31.5041,-95.1007 31.4684,-95.0677 31.4659,-95.0032 31.4261,-94.958 31.387,-95.4348 31.0581,-95.6179 30.9304))",31.26,-95.4349,55403.00,48225,48,12.67993,1.73301,9.73494,16.51668,Noncore,7,"1,231",18,43.6,30,18,298.4,40,9.8,232.00,17,28,11,0.05930,25.1,61.8
Howard,0.20,"34,860",6972,297,5.88%,0.0663,7.38%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,19-21%,1.07,"POLYGON((-101.2642 32.0871,-101.695 32.0875,-101.6887 32.5252,-101.1746 32.5241,-101.184 32.0872,-101.2642 32.0871))",32.2992,-101.4356,55417.00,48227,48,15.1006,1.65507,12.20423,18.68559,Micropolitan,7,901,34,37.2,23.9,16,491.9,67,7.5,86.00,13,37,11,0.07380,6.2,48.6
Hudspeth,0.15,"3,202",480.3,20,3.05%,0.05,7.72%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,14-16%,-1.69,"POLYGON((-105.9972 31.3872,-105.9585 31.4235,-105.9593 31.4784,-105.9933 31.4784,-105.998 32.0023,-105.2505 32.0003,-104.9183 32.0005,-104.9183 31.8133,-104.9129 31.6251,-104.9091 31.2466,-104.9076 30.8359,-104.9164 30.836,-104.9172 30.6636,-104.98 30.6291,-105.0065 30.6858,-105.0625 30.6866,-105.1181 30.7495,-105.1617 30.7521,-105.2177 30.806,-105.2561 30.7945,-105.2917 30.8261,-105.3615 30.8503,-105.3956 30.849,-105.4135 30.8998,-105.4988 30.9503,-105.5786 31.0206,-105.5851 31.0569,-105.6467 31.1139,-105.7739 31.168,-105.8188 31.2307,-105.8747 31.2913,-105.9312 31.3127,-105.9539 31.3647,-105.9972 31.3872))",31.3165,-105.4233,55463.00,48229,48,9.63983,2.53878,5.88718,15.77053,Noncore,7,"4,571",1,34.7,38.4,20,266.4,60,6.1,105.00,19,30,11,0.07720,2.0,17.6
Hunt,0.19,"99,956",18991.64,775,6.23%,0.067,7.17%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.46,"POLYGON((-96.0768 32.8385,-96.2973 32.8417,-96.2972 32.9818,-96.2954 33.3519,-95.8587 33.4098,-95.8618 33.2193,-95.8625 32.9796,-95.9453 32.9799,-95.9873 32.8764,-95.9344 32.8372,-96.0768 32.8385))",33.1232,-96.0795,55487.00,48231,48,14.93748,1.05396,13.01465,17.14509,Large Fringe Metro,7,840,147,36.5,22.4,16,496.4,35,10.4,229.00,18,32,11,0.07170,7.9,71.7
